epoch,step,train_loss
0,49,0.02235930785536766
0,99,0.01492488943040371
0,149,0.021683715283870697
0,199,0.020181480795145035
0,249,0.032577380537986755
0,299,0.0200978871434927
0,349,0.015909265726804733
0,399,0.03750539571046829
0,449,0.005404795985668898
1,499,0.0053523690439760685
1,549,0.044834356755018234
1,599,0.11688850820064545
1,649,0.005578258074820042
1,699,0.024549085646867752
1,749,0.10310488194227219
1,799,0.014910993166267872
1,849,0.05047198012471199
1,899,0.06647223234176636
2,949,0.08889470249414444
2,999,0.023533515632152557
2,1049,0.024726469069719315
2,1099,0.060194388031959534
2,1149,0.004460495430976152
2,1199,0.0037294025532901287
2,1249,0.058597661554813385
2,1299,0.00044758524745702744
2,1349,0.015687845647335052
3,1399,0.053824055939912796
3,1449,0.11375939100980759
3,1499,0.007612975779920816
3,1549,0.048009928315877914
3,1599,0.07027287781238556
3,1649,0.008163973689079285
3,1699,0.009624558500945568
3,1749,0.05882493406534195
3,1799,0.03355737775564194
4,1849,0.0004564269329421222
4,1899,0.07099393010139465
4,1949,0.07215933501720428
4,1999,0.003152080811560154
4,2049,0.007752059493213892
4,2099,0.024391744285821915
4,2149,0.03301268070936203
4,2199,0.005647294223308563
4,2249,0.047472186386585236
5,2299,0.10601009428501129
5,2349,0.0059932139702141285
5,2399,0.0618499293923378
5,2449,0.0742277279496193
5,2499,0.007563199382275343
5,2549,0.015168754383921623
5,2599,0.06704423576593399
5,2649,0.029381100088357925
5,2699,0.010311346501111984
6,2749,0.04726346209645271
6,2799,0.0859345942735672
6,2849,0.0013934820890426636
6,2899,0.02589261159300804
6,2949,0.07867415994405746
6,2999,0.009157407097518444
6,3049,0.012267788872122765
6,3099,0.14084668457508087
6,3149,0.03631289675831795
7,3199,0.0026196029502898455
7,3249,0.016511568799614906
7,3299,0.072671078145504
7,3349,0.006952174473553896
7,3399,0.0145895816385746
7,3449,0.05159449949860573
7,3499,0.07607616484165192
7,3549,0.030553240329027176
7,3599,0.07090248167514801
8,3649,0.008953931741416454
8,3699,0.015937576070427895
8,3749,0.05313493311405182
8,3799,0.08290567249059677
8,3849,0.012693613767623901
8,3899,0.008995703421533108
8,3949,0.09568045288324356
8,3999,0.005138760432600975
8,4049,0.007683051750063896
9,4099,0.021068762987852097
9,4149,0.0816006064414978
9,4199,0.0037170001305639744
9,4249,0.012994052842259407
9,4299,0.05713378265500069
9,4349,0.010671935975551605
9,4399,0.011430949904024601
9,4449,0.07679241895675659
9,4499,0.05629706382751465
